         *     0.000         *         *     0.678     0.322     1.000     2.250 10010101 176 391
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.395 10260203 163 361
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.395 10260204 163 361
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.395 10260206 163 361
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.395 10260207 163 361
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.395 10260208 163 361
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.395 10260209 163 361
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.395 10260212 163 361
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.395 10260213 163 361
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.395 10260214 163 361
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.395 10260215 163 361
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.395 10260216 163 361
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.395 10260218 163 361
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.395 10260219 163 361
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.395 10260221 163 361
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.395 10260222 163 361
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.395 10260225 163 361
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.395 10260226 163 361
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.395 10260227 163 361
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.395 10260230 163 361
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     1.395 10260231 163 361
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.395 10260232 163 361
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.395 10260234 163 361
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.654 10270201 187 412
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.654 10270202 187 412
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     1.654 10270203 187 412
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     1.654 10270204 187 412
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.654 10270205 187 412
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.654 10270206 187 412
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.654 10270207 187 412
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.654 10270208 187 412
     0.000     1.000     1.000     1.000     0.001     0.999     2.000     1.654 10270209 187 412
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.654 10270210 187 412
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.654 10270211 187 412
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.654 10270212 187 412
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     1.654 10270213 187 412
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.654 10270214 187 412
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.654 10270215 187 412
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.654 10270216 187 412
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.654 10270218 187 412
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.654 10270219 187 412
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.154 10280702 166 369
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.154 10280703 166 369
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.154 10280704 166 369
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.154 10280705 166 369
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.154 10280706 166 369
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.154 10280707 166 369
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.154 10280708 166 369
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.154 10280709 166 369
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.154 10280710 166 369
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.154 10280711 166 369
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.154 10280712 166 369
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.154 10280713 166 369
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.154 10280714 166 369
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.154 10280715 166 369
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.154 10280716 166 369
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.154 10280717 166 369
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.154 10280720 166 369
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.154 10280721 166 369
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.154 10280724 166 369
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.154 10280725 166 369
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.154 10280726 166 369
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.154 10280727 166 369
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.154 10280728 166 369
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.154 10280729 166 369
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.154 10280730 166 369
     0.000     1.000     0.000     0.000     0.785     0.215     1.000     1.154 10280731 166 369
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.154 10280732 166 369
     0.000     1.000     1.000     1.000     0.001     0.999     2.000     1.154 10280733 166 369
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.154 10280734 166 369
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     2.395 10290101 203 444
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.395 10290102 203 444
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.395 10290103 203 444
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     2.395 10290106 203 444
     0.000     1.000     1.000     1.000     0.001     0.999     2.000     2.395 10290107 203 444
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.395 10290108 203 444
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     2.395 10290110 203 444
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.395 10290111 203 444
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.395 10290112 203 444
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     2.395 10290113 203 444
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.395 10290116 203 444
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.395 10290117 203 444
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.395 10290118 203 444
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     2.395 10290119 203 444
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     2.395 10290120 203 444
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.395 10290121 203 444
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.395 10290122 203 444
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.395 10290123 203 444
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.395 10290124 203 444
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     2.395 10290125 203 444
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.395 10290126 203 444
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.395 10290128 203 444
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.395 10290129 203 444
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.395 10290130 203 444
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.395 10290131 203 444
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.395 10290132 203 444
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.395 10290134 203 444
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     2.395 10290135 203 444
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     2.395 10290136 203 444
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.395 10290137 203 444
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.074 10300801 182 402
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.074 10300802 182 402
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.074 10300803 182 402
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.074 10300804 182 402
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.074 10300805 182 402
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.074 10300806 182 402
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.074 10300807 182 402
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.074 10300808 182 402
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.074 10300809 182 402
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.074 10300810 182 402
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.074 10300811 182 402
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.074 10300812 182 402
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.074 10300813 182 402
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.074 10300814 182 402
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.074 10300815 182 402
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.074 10300816 182 402
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.074 10300817 182 402
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.074 10300819 182 402
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.074 10300820 182 402
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.074 10300821 182 402
